Date|Active Users|Favorites|Total Visits|Voice Chat|Camera|Date Created|Last Updated|Server Size|Genre|Title|Creator|Age Recommendation|gameID|Category|URL
2024-11-02 22:15:27|737954|22154924|55.8B+|Not Supported|Not Supported|4/21/2020|11/1/2024|22|Roleplay & Avatar Sim|Brookhaven 🏡RP|@Wolfpaq|All Ages|4924922222|Popular|https://www.roblox.com/games/4924922222/Brookhaven-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=4924922222&playContext=gamesPage&position=9&sortPos=3&universeId=1686885941
2024-11-02 22:15:31|6675|802450|835.1M+|Not Supported|Not Supported|12/27/2021|11/1/2024|24|Roleplay & Avatar Sim|Redcliff City 🏡RP|Redcliff City RP|All Ages|8369888266|Popular|https://www.roblox.com/games/8369888266/Redcliff-City-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8369888266&playContext=gamesPage&position=7&sortPos=3&universeId=3204175584
2024-11-02 22:15:35|2626|2574654|1.1B+|Not Supported|Not Supported|10/2/2020|11/2/2024|50|Social|[DISCO DANCE  +10 EMOTES] 🎃 TTD 3|Emotes CO.|All Ages|5771467270|Popular|https://www.roblox.com/games/5771467270/DISCO-DANCE-10-EMOTES-TTD-3?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=5771467270&playContext=gamesPage&position=28&sortPos=3&universeId=2047210140
2024-11-02 22:15:39|4841|643675|480.2M+|Not Supported|Not Supported|5/30/2021|11/2/2024|50|Social|MIC UP 🔊|Wild Roleplay|All Ages|6884319169|Popular|https://www.roblox.com/games/6884319169/MIC-UP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=6884319169&playContext=gamesPage&position=10&sortPos=3&universeId=2626227051
2024-11-02 22:15:43|2458|1055314|280.1M+|Not Supported|Not Supported|3/25/2018|9/12/2024|16|Party & Casual|Free Draw|Free Draw! Community|All Ages|1547610457|Popular|https://www.roblox.com/games/1547610457/Free-Draw?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=1547610457&playContext=gamesPage&position=31&sortPos=3&universeId=604142934
2024-11-02 22:15:48|12571|6448078|2.9B+|Not Supported|Not Supported|1/18/2015|10/11/2024|14|Party & Casual|Hide and Seek Extreme|@Tim7775|All Ages|205224386|Popular|https://www.roblox.com/games/205224386/Hide-and-Seek-Extreme?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=205224386&playContext=gamesPage&position=13&sortPos=3&universeId=93740418
2024-11-02 22:15:52|68148|3342717|1.1B+|Not Supported|Not Supported|7/6/2023|11/2/2024|28|Roleplay & Avatar Sim|LifeTogether 🏠 RP (UPDATE 33)|Cinnamon Software|All Ages|13967668166|Popular|https://www.roblox.com/games/13967668166/LifeTogether-RP-UPDATE-33?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=13967668166&playContext=gamesPage&position=37&sortPos=3&universeId=4839802560
2024-11-02 22:15:57|1780|13731|1.5M+|Not Supported|Not Supported|1/23/2024|11/2/2024|6|N/A|[🌑 UPD 4] Souls Tycoon|@Luffy_OUII|All Ages|16080296014|Popular|https://www.roblox.com/games/16080296014/UPD-4-Souls-Tycoon?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=16080296014&playContext=gamesPage&position=41&sortPos=3&universeId=5557896274
2024-11-02 22:16:01|9774|363751|31.4M+|Not Supported|Not Supported|2/23/2024|10/26/2024|16|RPG|Block Tales [Demo 3]|Spaceman Moonbase|All Ages|16483433878|Popular|https://www.roblox.com/games/16483433878/Block-Tales-Demo-3?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=16483433878&playContext=gamesPage&position=23&sortPos=3&universeId=5678284602
2024-11-02 22:16:06|3359|1338234|323.6M+|Not Supported|Not Supported|12/30/2018|10/31/2024|42|Adventure|🚩Expedition Antarctica|Playduo Studio|All Ages|2693023319|Popular|https://www.roblox.com/games/2693023319/Expedition-Antarctica?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=2693023319&playContext=gamesPage&position=18&sortPos=3&universeId=972475338
2024-11-02 22:16:10|13192|1213927|543.2M+|Not Supported|Not Supported|8/16/2019|11/2/2024|60|Roleplay & Avatar Sim|Warrior Cats: Ultimate Edition|WarriorCatsRP|All Ages|3663340706|Popular|https://www.roblox.com/games/3663340706/Warrior-Cats-Ultimate-Edition?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=3663340706&playContext=gamesPage&position=16&sortPos=3&universeId=1278035280
2024-11-02 22:16:14|9176|4461225|1.1B+|Not Supported|Not Supported|7/30/2009|10/20/2024|6|Simulation|🌳 Lumber Tycoon 2|@Defaultio|All Ages|13822889|Popular|https://www.roblox.com/games/13822889/Lumber-Tycoon-2?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=13822889&playContext=gamesPage&position=14&sortPos=3&universeId=2471084
2024-11-02 22:16:18|38344|7641372|4.1B+|Not Supported|Not Supported|11/2/2016|3/1/2024|7|Simulation|Build A Boat For Treasure|Chillz Studios|All Ages|537413528|Popular|https://www.roblox.com/games/537413528/Build-A-Boat-For-Treasure?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=537413528&playContext=gamesPage&position=11&sortPos=3&universeId=210851291
2024-11-02 22:16:22|3378|11187386|333.2M+|Not Supported|Not Supported|8/16/2023|11/2/2024|22|Obby & Platformer|Carry A Friend! (Teamwork Obby)|Picture Pearfect|All Ages|14448662003|Popular|https://www.roblox.com/games/14448662003/Carry-A-Friend-Teamwork-Obby?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=14448662003&playContext=gamesPage&position=35&sortPos=3&universeId=4990998060
2024-11-02 22:16:26|2399|662347|141.2M+|Not Supported|Not Supported|12/18/2022|10/31/2024|32|Simulation|🎃🍣 Conveyor Sushi Restaurant|DuoTale Studios|All Ages|11848247239|Popular|https://www.roblox.com/games/11848247239/Conveyor-Sushi-Restaurant?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=11848247239&playContext=gamesPage&position=48&sortPos=3&universeId=4193032947
2024-11-02 22:16:29|3043|134949|74.7M+|Not Supported|Not Supported|6/16/2022|10/22/2024|45|Roleplay & Avatar Sim|NEW ACCESSORIES! A Lions Pride Alpha - Lion RP 🦁|Nyx Interactive|All Ages|9922455303|Popular|https://www.roblox.com/games/9922455303/NEW-ACCESSORIES-A-Lions-Pride-Alpha-Lion-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=9922455303&playContext=gamesPage&position=29&sortPos=3&universeId=3661343497
2024-11-02 22:16:33|6270|233839|75.2M+|Not Supported|Not Supported|5/13/2024|11/2/2024|16|Party & Casual|Draw & Switch|SimpleGees|All Ages|17477960154|Popular|https://www.roblox.com/games/17477960154/Draw-Switch?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=17477960154&playContext=gamesPage&position=8&sortPos=3&universeId=5981856625
2024-11-02 22:16:37|2338|97642|18.8M+|Not Supported|Not Supported|4/1/2024|10/27/2024|50|Roleplay & Avatar Sim|💿 KOYA DANCE STUDIO|KOYA CREATIVE|All Ages|16962279458|Popular|https://www.roblox.com/games/16962279458/KOYA-DANCE-STUDIO?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=16962279458&playContext=gamesPage&position=44&sortPos=3&universeId=5822068820
2024-11-02 22:16:41|18094|539355|313.0M+|Not Supported|Not Supported|9/12/2018|11/2/2024|10|Sports & Racing|[🎃] NFL Universe Football|NFL Universe Football by Voldex|All Ages|2338325648|Popular|https://www.roblox.com/games/2338325648/NFL-Universe-Football?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=2338325648&playContext=gamesPage&position=30&sortPos=3&universeId=184199275
2024-11-02 22:16:44|21048|18272907|7.1B+|Not Supported|Not Supported|1/7/2017|10/23/2024|28|Action|Jailbreak 🍁|Badimo|All Ages|606849621|Popular|https://www.roblox.com/games/606849621/Jailbreak?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=606849621&playContext=gamesPage&position=33&sortPos=3&universeId=245662005
2024-11-02 22:16:48|38468|4838830|2.3B+|Not Supported|Not Supported|1/20/2019|11/2/2024|16|Survival|3008 [2.73]|@uglyburger0|All Ages|2768379856|Popular|https://www.roblox.com/games/2768379856/3008-2-73?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=2768379856&playContext=gamesPage&position=3&sortPos=3&universeId=1000233041
2024-11-02 22:16:52|96291|2318960|4.5B+|Not Supported|Not Supported|1/8/2022|11/2/2024|30|Roleplay & Avatar Sim|Berry Avenue 🏠 RP|Amberry Games|All Ages|8481844229|Popular|https://www.roblox.com/games/8481844229/Berry-Avenue-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8481844229&playContext=gamesPage&position=21&sortPos=3&universeId=3240075297
2024-11-02 22:16:55|6275|228894|150.3M+|Not Supported|Not Supported|1/25/2023|11/2/2024|30|Social|[ DIVA  + 15] TOD 🎃|OofMayy Studios|All Ages|12262046571|Popular|https://www.roblox.com/games/12262046571/DIVA-15-TOD?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=bb519201-ed65-4ffd-aea5-5336781b8d70&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=12262046571&playContext=gamesPage&position=20&sortPos=3&universeId=4319996251
