Date|Active Users|Favorites|Total Visits|Voice Chat|Camera|Date Created|Last Updated|Server Size|Genre|Title|Creator|Age Recommendation|gameID|Category|URL
2024-11-02 22:50:51|8647|800440|377.2M+|Not Supported|Not Supported|3/27/2023|10/18/2024|8|Simulation|[🏎️UPD!] Mansion Tycoon 🌴🏠|Capybaras Productions|All Ages|12912731475|Top Earning|https://www.roblox.com/games/12912731475/UPD-Mansion-Tycoon?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=12912731475&playContext=gamesPage&position=31&sortPos=1&universeId=4518160318
2024-11-02 22:51:01|7419|5999293|8.8B+|Not Supported|Not Supported|1/23/2021|10/16/2024|12|Simulation|Pet Simulator X! 🐾|BIG Games Pets|All Ages|6284583030|Top Earning|https://www.roblox.com/games/6284583030/Pet-Simulator-X?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=6284583030&playContext=gamesPage&position=22&sortPos=1&universeId=2316994223
2024-11-02 22:51:06|11700|22700|7.3M+|Not Supported|Not Supported|1/21/2024|11/2/2024|4|N/A|[NEW] Mega Luxury Bus Tycoon🚍|Vanity Studio|All Ages|16055759911|Top Earning|https://www.roblox.com/games/16055759911/NEW-Mega-Luxury-Bus-Tycoon?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=16055759911&playContext=gamesPage&position=14&sortPos=1&universeId=5549835355
2024-11-02 22:51:15|6163|189554|3.6M+|Not Supported|Not Supported|9/29/2024|11/2/2024|12|N/A|[🌎NEW] Find Floppas!😺|Find Floppas|All Ages|83520785825869|Top Earning|https://www.roblox.com/games/83520785825869/NEW-Find-Floppas?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=83520785825869&playContext=gamesPage&position=19&sortPos=1&universeId=6612449238
2024-11-02 22:51:19|13971|13222823|10.0B+|Not Supported|Not Supported|4/10/2017|11/2/2024|16|Roleplay & Avatar Sim|Royale🎃High|@callmehbob|All Ages|735030788|Top Earning|https://www.roblox.com/games/735030788/Royale-High?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=735030788&playContext=gamesPage&position=11&sortPos=1&universeId=321778215
2024-11-02 22:51:23|10600|1303831|112.1M+|Not Supported|Not Supported|12/21/2023|11/2/2024|45|Roleplay & Avatar Sim|NEW🌟 Horse Life 🐎|Sonar Studios|All Ages|15696848933|Top Earning|https://www.roblox.com/games/15696848933/NEW-Horse-Life?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=15696848933&playContext=gamesPage&position=23&sortPos=1&universeId=5422546686
2024-11-02 22:51:27|4146|1519869|40.6M+|Not Supported|Not Supported|1/6/2024|11/2/2024|12|Simulation|[UPD] Eat Slimes to Grow HUGE|Banana Studios Games|All Ages|15885874861|Top Earning|https://www.roblox.com/games/15885874861/UPD-Eat-Slimes-to-Grow-HUGE?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=15885874861&playContext=gamesPage&position=24&sortPos=1&universeId=5493012775
2024-11-02 22:51:31|20756|1642178|47.4M+|Not Supported|Not Supported|8/4/2024|11/2/2024|16|Party & Casual|🎃 Hide or Die!|0 CCU Games|All Ages|18799085098|Top Earning|https://www.roblox.com/games/18799085098/Hide-or-Die?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=18799085098&playContext=gamesPage&position=2&sortPos=1&universeId=6369934270
2024-11-02 22:51:35|5511|26568|20.1M+|Not Supported|Not Supported|8/5/2024|11/2/2024|5|Obby & Platformer|[STAGE THREE!] 💪 Ninja Challenge [Beta]|Ninja Challenge|All Ages|18803315158|Top Earning|https://www.roblox.com/games/18803315158/STAGE-THREE-Ninja-Challenge-Beta?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=18803315158&playContext=gamesPage&position=12&sortPos=1&universeId=6371309794
2024-11-02 22:51:39|2795|167264|128.3M+|Not Supported|Not Supported|11/13/2022|9/24/2024|8|Party & Casual|🎆Color Escape! [LIGHT FESTIVAL!]|Megaphone Games|All Ages|11541986592|Top Earning|https://www.roblox.com/games/11541986592/Color-Escape-LIGHT-FESTIVAL?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=0f6ad9dc-9433-43b2-998b-fd0b5344e821&gameSetTargetId=215&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=67&page=gamesPage&placeId=11541986592&playContext=gamesPage&position=39&sortPos=1&universeId=4098607814
